"age","year","county","count"
"20_24",8,"PIKE",5
"20_24",8,"POPE",0
"20_24",8,"PULASKI",0
"20_24",8,"PUTNAM",0
"20_24",8,"RICHLAND",6
"20_24",8,"SCHUYLER",0
"20_24",8,"SCOTT",0
"20_24",8,"SHELBY",8
"20_24",8,"STARK",0
"20_24",8,"UNION",5
"20_24",8,"WABASH",0
"20_24",8,"WASHINGTON",0
"20_24",8,"WAYNE",12
"20_24",8,"WHITE",0
"20_24",9,"ALEXANDER",0
"20_24",9,"BROWN",0
"20_24",9,"CALHOUN",0
"20_24",9,"CARROLL",12
"20_24",9,"CASS",0
"20_24",9,"CLARK",8
"20_24",9,"CLAY",0
"20_24",9,"CRAWFORD",11
"20_24",9,"CUMBERLAND",0
"20_24",9,"DE WITT",7
"20_24",9,"DOUGLAS",10
"20_24",9,"EDGAR",7
"20_24",9,"EDWARDS",0
"20_24",9,"FAYETTE",16
"20_24",9,"FORD",0
"20_24",9,"GALLATIN",0
"20_24",9,"GREENE",0
"20_24",9,"HAMILTON",0
"20_24",9,"HANCOCK",4
"20_24",9,"HARDIN",0
"20_24",9,"HENDERSON",0
"20_24",9,"IROQUOIS",9
"20_24",9,"JASPER",0
"20_24",9,"JERSEY",14
"20_24",9,"JO DAVIESS",12
"20_24",9,"JOHNSON",0
"20_24",9,"LAWRENCE",7
"20_24",9,"MARSHALL",0
"20_24",9,"MASON",0
"25_29",0,"ALEXANDER",0
"25_29",0,"BROWN",0
"25_29",0,"CALHOUN",0
"25_29",0,"CARROLL",2
"25_29",0,"CASS",0
"25_29",0,"CLARK",2
"25_29",0,"CLAY",0
"25_29",0,"CRAWFORD",2
"25_29",0,"CUMBERLAND",0
"25_29",0,"DE WITT",1
"25_29",0,"DOUGLAS",8
"25_29",0,"EDGAR",2
"25_29",0,"EDWARDS",0
"25_29",0,"FAYETTE",0
"25_29",0,"FORD",0
"25_29",0,"GALLATIN",0
"25_29",0,"GREENE",0
"25_29",0,"HAMILTON",0
"25_29",0,"HANCOCK",3
"25_29",0,"HARDIN",0
"25_29",0,"HENDERSON",0
"25_29",0,"IROQUOIS",4
"25_29",0,"JASPER",0
"25_29",0,"JERSEY",1
"25_29",0,"JO DAVIESS",0
"25_29",0,"JOHNSON",0
"25_29",0,"LAWRENCE",1
"25_29",0,"MARSHALL",0
"25_29",0,"MASON",0
"25_29",0,"MENARD",0
"25_29",0,"MERCER",0
"25_29",0,"MOULTRIE",0
"25_29",0,"PIATT",3
"25_29",0,"PIKE",0
"25_29",0,"POPE",0
"25_29",0,"PULASKI",0
"25_29",0,"PUTNAM",0
"25_29",0,"RICHLAND",0
"25_29",0,"SCHUYLER",0
"25_29",0,"SCOTT",0
"25_29",0,"SHELBY",4
"25_29",0,"STARK",0
"25_29",0,"UNION",1
"25_29",0,"WABASH",0
"25_29",0,"WASHINGTON",0
"25_29",0,"WAYNE",2
"25_29",0,"WHITE",0
"25_29",1,"ALEXANDER",0
"25_29",1,"BROWN",0
"25_29",1,"CALHOUN",0
"25_29",1,"CARROLL",1
"25_29",1,"CASS",0
"25_29",1,"CLARK",1
"25_29",1,"CLAY",0
"25_29",1,"CRAWFORD",2
"25_29",1,"CUMBERLAND",0
"25_29",1,"DE WITT",6
"25_29",1,"DOUGLAS",4
"25_29",1,"EDGAR",0
"25_29",1,"EDWARDS",0
"25_29",1,"FAYETTE",2
"25_29",1,"FORD",0
"25_29",1,"GALLATIN",0
"25_29",1,"GREENE",0
"25_29",1,"HAMILTON",0
"25_29",1,"HANCOCK",1
"25_29",1,"HARDIN",0
"25_29",1,"HENDERSON",0
"25_29",1,"IROQUOIS",4
"25_29",1,"JASPER",0
"25_29",1,"JERSEY",0
"25_29",1,"JO DAVIESS",4
"25_29",1,"JOHNSON",0
"25_29",1,"LAWRENCE",1
"25_29",1,"MARSHALL",0
"25_29",1,"MASON",0
"25_29",1,"MENARD",0
"25_29",1,"MERCER",1
"25_29",1,"MOULTRIE",0
"25_29",1,"PIATT",2
"25_29",1,"PIKE",0
"25_29",1,"POPE",0
"25_29",1,"PULASKI",0
"25_29",1,"PUTNAM",0
"25_29",1,"RICHLAND",0
"25_29",1,"SCHUYLER",0
"25_29",1,"SCOTT",0
"25_29",1,"SHELBY",1
"25_29",1,"STARK",0
"25_29",1,"UNION",2
"25_29",1,"WABASH",0
"25_29",1,"WASHINGTON",0
"25_29",1,"WAYNE",0
"25_29",1,"WHITE",0
"25_29",2,"ALEXANDER",0
"25_29",2,"BROWN",0
"25_29",2,"CALHOUN",0
"25_29",2,"CARROLL",1
"25_29",2,"CASS",0
"25_29",2,"CLARK",0
"25_29",2,"CLAY",0
"25_29",2,"CRAWFORD",3
"25_29",2,"CUMBERLAND",0
"25_29",2,"DE WITT",2
"25_29",2,"DOUGLAS",2
"25_29",2,"EDGAR",2
"25_29",2,"EDWARDS",0
"25_29",2,"FAYETTE",1
"25_29",2,"FORD",0
"25_29",2,"GALLATIN",0
"25_29",2,"GREENE",0
"25_29",2,"HAMILTON",0
"25_29",2,"HANCOCK",1
"25_29",2,"HARDIN",0
"25_29",2,"HENDERSON",0
"25_29",2,"IROQUOIS",6
"25_29",2,"JASPER",0
"25_29",2,"JERSEY",3
"25_29",2,"JO DAVIESS",1
"25_29",2,"JOHNSON",0
"25_29",2,"LAWRENCE",3
"25_29",2,"MARSHALL",0
"25_29",2,"MASON",0
"25_29",2,"MENARD",0
"25_29",2,"MERCER",0
"25_29",2,"MOULTRIE",0
"25_29",2,"PIATT",3
"25_29",2,"PIKE",1
"25_29",2,"POPE",0
"25_29",2,"PULASKI",0
"25_29",2,"PUTNAM",0
"25_29",2,"RICHLAND",0
"25_29",2,"SCHUYLER",0
"25_29",2,"SCOTT",0
"25_29",2,"SHELBY",0
"25_29",2,"STARK",0
"25_29",2,"UNION",2
"25_29",2,"WABASH",0
"25_29",2,"WASHINGTON",0
"25_29",2,"WAYNE",1
"25_29",2,"WHITE",0
"25_29",3,"ALEXANDER",0
"25_29",3,"BROWN",0
"25_29",3,"CALHOUN",0
"25_29",3,"CARROLL",3
"25_29",3,"CASS",0
"25_29",3,"CLARK",1
"25_29",3,"CLAY",0
"25_29",3,"CRAWFORD",3
"25_29",3,"CUMBERLAND",0
"25_29",3,"DE WITT",1
"25_29",3,"DOUGLAS",6
"25_29",3,"EDGAR",3
"25_29",3,"EDWARDS",0
"25_29",3,"FAYETTE",3
"25_29",3,"FORD",0
"25_29",3,"GALLATIN",0
"25_29",3,"GREENE",0
"25_29",3,"HAMILTON",0
"25_29",3,"HANCOCK",2
"25_29",3,"HARDIN",0
"25_29",3,"HENDERSON",0
"25_29",3,"IROQUOIS",2
"25_29",3,"JASPER",0
"25_29",3,"JERSEY",1
"25_29",3,"JO DAVIESS",4
"25_29",3,"JOHNSON",0
"25_29",3,"LAWRENCE",0
"25_29",3,"MARSHALL",0
"25_29",3,"MASON",0
"25_29",3,"MENARD",0
"25_29",3,"MERCER",1
"25_29",3,"MOULTRIE",0
"25_29",3,"PIATT",1
"25_29",3,"PIKE",5
"25_29",3,"POPE",0
"25_29",3,"PULASKI",0
"25_29",3,"PUTNAM",0
"25_29",3,"RICHLAND",0
"25_29",3,"SCHUYLER",0
"25_29",3,"SCOTT",0
"25_29",3,"SHELBY",0
"25_29",3,"STARK",0
"25_29",3,"UNION",1
"25_29",3,"WABASH",0
"25_29",3,"WASHINGTON",0
"25_29",3,"WAYNE",3
"25_29",3,"WHITE",0
"25_29",4,"ALEXANDER",0
"25_29",4,"BROWN",0
"25_29",4,"CALHOUN",0
"25_29",4,"CARROLL",1
"25_29",4,"CASS",0
"25_29",4,"CLARK",2
"25_29",4,"CLAY",0
"25_29",4,"CRAWFORD",3
"25_29",4,"CUMBERLAND",0
"25_29",4,"DE WITT",2
"25_29",4,"DOUGLAS",2
"25_29",4,"EDGAR",1
"25_29",4,"EDWARDS",0
"25_29",4,"FAYETTE",3
"25_29",4,"FORD",0
"25_29",4,"GALLATIN",0
"25_29",4,"GREENE",0
"25_29",4,"HAMILTON",0
"25_29",4,"HANCOCK",4
"25_29",4,"HARDIN",0
"25_29",4,"HENDERSON",0
"25_29",4,"IROQUOIS",6
"25_29",4,"JASPER",0
"25_29",4,"JERSEY",3
"25_29",4,"JO DAVIESS",2
"25_29",4,"JOHNSON",0
"25_29",4,"LAWRENCE",3
"25_29",4,"MARSHALL",0
"25_29",4,"MASON",0
"25_29",4,"MENARD",0
"25_29",4,"MERCER",7
"25_29",4,"MOULTRIE",0
"25_29",4,"PIATT",1
"25_29",4,"PIKE",0
"25_29",4,"POPE",0
"25_29",4,"PULASKI",0
"25_29",4,"PUTNAM",0
"25_29",4,"RICHLAND",1
"25_29",4,"SCHUYLER",0
"25_29",4,"SCOTT",0
"25_29",4,"SHELBY",1
"25_29",4,"STARK",0
"25_29",4,"UNION",8
"25_29",4,"WABASH",0
"25_29",4,"WASHINGTON",0
"25_29",4,"WAYNE",3
"25_29",4,"WHITE",0
"25_29",5,"ALEXANDER",0
"25_29",5,"BROWN",0
"25_29",5,"CALHOUN",0
"25_29",5,"CARROLL",2
"25_29",5,"CASS",0
"25_29",5,"CLARK",0
"25_29",5,"CLAY",0
"25_29",5,"CRAWFORD",4
"25_29",5,"CUMBERLAND",0
"25_29",5,"DE WITT",2
"25_29",5,"DOUGLAS",11
"25_29",5,"EDGAR",1
"25_29",5,"EDWARDS",0
"25_29",5,"FAYETTE",1
"25_29",5,"FORD",0
"25_29",5,"GALLATIN",0
"25_29",5,"GREENE",0
"25_29",5,"HAMILTON",0
"25_29",5,"HANCOCK",0
"25_29",5,"HARDIN",0
"25_29",5,"HENDERSON",0
"25_29",5,"IROQUOIS",7
"25_29",5,"JASPER",0
"25_29",5,"JERSEY",0
"25_29",5,"JO DAVIESS",6
"25_29",5,"JOHNSON",0
"25_29",5,"LAWRENCE",3
"25_29",5,"MARSHALL",0
"25_29",5,"MASON",0
"25_29",5,"MENARD",0
"25_29",5,"MERCER",2
"25_29",5,"MOULTRIE",0
"25_29",5,"PIATT",2
"25_29",5,"PIKE",0
"25_29",5,"POPE",0
"25_29",5,"PULASKI",0
"25_29",5,"PUTNAM",0
"25_29",5,"RICHLAND",2
"25_29",5,"SCHUYLER",0
"25_29",5,"SCOTT",0
"25_29",5,"SHELBY",1
"25_29",5,"STARK",0
"25_29",5,"UNION",4
"25_29",5,"WABASH",0
"25_29",5,"WASHINGTON",0
"25_29",5,"WAYNE",0
"25_29",5,"WHITE",0
"25_29",6,"ALEXANDER",0
"25_29",6,"BROWN",0
"25_29",6,"CALHOUN",0
"25_29",6,"CARROLL",3
"25_29",6,"CASS",0
"25_29",6,"CLARK",2
"25_29",6,"CLAY",0
"25_29",6,"CRAWFORD",4
"25_29",6,"CUMBERLAND",0
"25_29",6,"DE WITT",1
"25_29",6,"DOUGLAS",1
"25_29",6,"EDGAR",4
"25_29",6,"EDWARDS",0
"25_29",6,"FAYETTE",1
"25_29",6,"FORD",0
"25_29",6,"GALLATIN",0
"25_29",6,"GREENE",0
"25_29",6,"HAMILTON",0
"25_29",6,"HANCOCK",3
"25_29",6,"HARDIN",0
"25_29",6,"HENDERSON",0
"25_29",6,"IROQUOIS",3
"25_29",6,"JASPER",0
"25_29",6,"JERSEY",5
"25_29",6,"JO DAVIESS",3
"25_29",6,"JOHNSON",0
"25_29",6,"LAWRENCE",5
"25_29",6,"MARSHALL",0
"25_29",6,"MASON",0
"25_29",6,"MENARD",0
"25_29",6,"MERCER",5
"25_29",6,"MOULTRIE",0
"25_29",6,"PIATT",3
"25_29",6,"PIKE",4
"25_29",6,"POPE",0
"25_29",6,"PULASKI",0
"25_29",6,"PUTNAM",0
"25_29",6,"RICHLAND",1
"25_29",6,"SCHUYLER",0
"25_29",6,"SCOTT",0
"25_29",6,"SHELBY",1
"25_29",6,"STARK",0
"25_29",6,"UNION",1
"25_29",6,"WABASH",0
"25_29",6,"WASHINGTON",0
"25_29",6,"WAYNE",2
"25_29",6,"WHITE",0
"25_29",7,"ALEXANDER",0
"25_29",7,"BROWN",0
"25_29",7,"CALHOUN",0
"25_29",7,"CARROLL",2
"25_29",7,"CASS",0
"25_29",7,"CLARK",1
"25_29",7,"CLAY",0
"25_29",7,"CRAWFORD",3
"25_29",7,"CUMBERLAND",0
"25_29",7,"DE WITT",4
"25_29",7,"DOUGLAS",4
"25_29",7,"EDGAR",0
"25_29",7,"EDWARDS",0
"25_29",7,"FAYETTE",6
"25_29",7,"FORD",0
"25_29",7,"GALLATIN",0
"25_29",7,"GREENE",0
"25_29",7,"HAMILTON",0
"25_29",7,"HANCOCK",2
"25_29",7,"HARDIN",0
"25_29",7,"HENDERSON",0
"25_29",7,"IROQUOIS",4
"25_29",7,"JASPER",0
"25_29",7,"JERSEY",8
"25_29",7,"JO DAVIESS",4
"25_29",7,"JOHNSON",0
"25_29",7,"LAWRENCE",4
"25_29",7,"MARSHALL",0
"25_29",7,"MASON",0
"25_29",7,"MENARD",0
"25_29",7,"MERCER",5
"25_29",7,"MOULTRIE",0
"25_29",7,"PIATT",1
"25_29",7,"PIKE",9
"25_29",7,"POPE",0
"25_29",7,"PULASKI",0
"25_29",7,"PUTNAM",0
"25_29",7,"RICHLAND",3
"25_29",7,"SCHUYLER",0
"25_29",7,"SCOTT",0
"25_29",7,"SHELBY",1
"25_29",7,"STARK",0
"25_29",7,"UNION",4
"25_29",7,"WABASH",0
"25_29",7,"WASHINGTON",0
"25_29",7,"WAYNE",1
"25_29",7,"WHITE",0
"25_29",8,"ALEXANDER",0
"25_29",8,"BROWN",0
"25_29",8,"CALHOUN",0
"25_29",8,"CARROLL",4
"25_29",8,"CASS",0
"25_29",8,"CLARK",0
"25_29",8,"CLAY",0
"25_29",8,"CRAWFORD",5
"25_29",8,"CUMBERLAND",0
"25_29",8,"DE WITT",3
"25_29",8,"DOUGLAS",5
"25_29",8,"EDGAR",1
"25_29",8,"EDWARDS",0
"25_29",8,"FAYETTE",5
"25_29",8,"FORD",0
"25_29",8,"GALLATIN",0
"25_29",8,"GREENE",0
"25_29",8,"HAMILTON",0
"25_29",8,"HANCOCK",1
"25_29",8,"HARDIN",0
"25_29",8,"HENDERSON",0
"25_29",8,"IROQUOIS",2
"25_29",8,"JASPER",0
"25_29",8,"JERSEY",6
"25_29",8,"JO DAVIESS",2
"25_29",8,"JOHNSON",0
"25_29",8,"LAWRENCE",5
"25_29",8,"MARSHALL",0
"25_29",8,"MASON",0
"25_29",8,"MENARD",0
"25_29",8,"MERCER",5
"25_29",8,"MOULTRIE",0
"25_29",8,"PIATT",1
"25_29",8,"PIKE",3
"25_29",8,"POPE",0
"25_29",8,"PULASKI",0
"25_29",8,"PUTNAM",0
"25_29",8,"RICHLAND",2
"25_29",8,"SCHUYLER",0
"25_29",8,"SCOTT",0
"25_29",8,"SHELBY",3
"25_29",8,"STARK",0
"25_29",8,"UNION",5
"25_29",8,"WABASH",0
"25_29",8,"WASHINGTON",0
"25_29",8,"WAYNE",2
"25_29",8,"WHITE",0
"25_29",9,"ALEXANDER",0
"25_29",9,"BROWN",0
"25_29",9,"CALHOUN",0
"25_29",9,"CARROLL",2
"25_29",9,"CASS",0
"25_29",9,"CLARK",1
"25_29",9,"CLAY",0
"25_29",9,"CRAWFORD",2
"25_29",9,"CUMBERLAND",0
"25_29",9,"DE WITT",7
"25_29",9,"DOUGLAS",4
"25_29",9,"EDGAR",6
"25_29",9,"EDWARDS",0
"25_29",9,"FAYETTE",6
"25_29",9,"FORD",0
"25_29",9,"GALLATIN",0
"25_29",9,"GREENE",0
"25_29",9,"HAMILTON",0
"25_29",9,"HANCOCK",2
"25_29",9,"HARDIN",0
"25_29",9,"HENDERSON",0
"25_29",9,"IROQUOIS",6
"25_29",9,"JASPER",0
"25_29",9,"JERSEY",6
"25_29",9,"JO DAVIESS",5
"25_29",9,"JOHNSON",0
"25_29",9,"LAWRENCE",3
"25_29",9,"MARSHALL",0
"25_29",9,"MASON",0
"30_34",0,"ALEXANDER",0
"30_34",0,"BROWN",0
"30_34",0,"CALHOUN",0
"30_34",0,"CARROLL",0
"30_34",0,"CASS",0
"30_34",0,"CLARK",2
"30_34",0,"CLAY",0
"30_34",0,"CRAWFORD",1
"30_34",0,"CUMBERLAND",0
"30_34",0,"DE WITT",0
"30_34",0,"DOUGLAS",2
"30_34",0,"EDGAR",0
"30_34",0,"EDWARDS",0
"30_34",0,"FAYETTE",1
"30_34",0,"FORD",0
"30_34",0,"GALLATIN",0
"30_34",0,"GREENE",0
"30_34",0,"HAMILTON",0
"30_34",0,"HANCOCK",1
"30_34",0,"HARDIN",0
"30_34",0,"HENDERSON",0
"30_34",0,"IROQUOIS",0
"30_34",0,"JASPER",0
"30_34",0,"JERSEY",2
"30_34",0,"JO DAVIESS",0
"30_34",0,"JOHNSON",0
"30_34",0,"LAWRENCE",0
"30_34",0,"MARSHALL",0
"30_34",0,"MASON",0
"30_34",0,"MENARD",0
"30_34",0,"MERCER",0
"30_34",0,"MOULTRIE",0
"30_34",0,"PIATT",0
"30_34",0,"PIKE",0
"30_34",0,"POPE",0
"30_34",0,"PULASKI",0
"30_34",0,"PUTNAM",0
"30_34",0,"RICHLAND",0
"30_34",0,"SCHUYLER",0
"30_34",0,"SCOTT",0
"30_34",0,"SHELBY",1
"30_34",0,"STARK",0
"30_34",0,"UNION",0
"30_34",0,"WABASH",0
"30_34",0,"WASHINGTON",0
"30_34",0,"WAYNE",0
"30_34",0,"WHITE",0
"30_34",1,"ALEXANDER",0
"30_34",1,"BROWN",0
"30_34",1,"CALHOUN",0
"30_34",1,"CARROLL",1
"30_34",1,"CASS",0
"30_34",1,"CLARK",0
"30_34",1,"CLAY",0
"30_34",1,"CRAWFORD",1
"30_34",1,"CUMBERLAND",0
"30_34",1,"DE WITT",1
"30_34",1,"DOUGLAS",0
"30_34",1,"EDGAR",0
"30_34",1,"EDWARDS",0
"30_34",1,"FAYETTE",1
"30_34",1,"FORD",0
"30_34",1,"GALLATIN",0
"30_34",1,"GREENE",0
"30_34",1,"HAMILTON",0
"30_34",1,"HANCOCK",0
"30_34",1,"HARDIN",0
"30_34",1,"HENDERSON",0
"30_34",1,"IROQUOIS",0
"30_34",1,"JASPER",0
"30_34",1,"JERSEY",1
"30_34",1,"JO DAVIESS",0
"30_34",1,"JOHNSON",0
"30_34",1,"LAWRENCE",0
"30_34",1,"MARSHALL",0
"30_34",1,"MASON",0
"30_34",1,"MENARD",0
"30_34",1,"MERCER",1
"30_34",1,"MOULTRIE",0
"30_34",1,"PIATT",1
"30_34",1,"PIKE",0
"30_34",1,"POPE",0
"30_34",1,"PULASKI",0
"30_34",1,"PUTNAM",0
"30_34",1,"RICHLAND",0
"30_34",1,"SCHUYLER",0
"30_34",1,"SCOTT",0
"30_34",1,"SHELBY",1
"30_34",1,"STARK",0
"30_34",1,"UNION",0
"30_34",1,"WABASH",0
"30_34",1,"WASHINGTON",0
"30_34",1,"WAYNE",0
"30_34",1,"WHITE",0
"30_34",2,"ALEXANDER",0
"30_34",2,"BROWN",0
"30_34",2,"CALHOUN",0
"30_34",2,"CARROLL",1
"30_34",2,"CASS",0
"30_34",2,"CLARK",0
"30_34",2,"CLAY",0
"30_34",2,"CRAWFORD",0
"30_34",2,"CUMBERLAND",0
"30_34",2,"DE WITT",1
"30_34",2,"DOUGLAS",1
"30_34",2,"EDGAR",3
"30_34",2,"EDWARDS",0
"30_34",2,"FAYETTE",0
"30_34",2,"FORD",0
"30_34",2,"GALLATIN",0
"30_34",2,"GREENE",0
"30_34",2,"HAMILTON",0
"30_34",2,"HANCOCK",2
"30_34",2,"HARDIN",0
"30_34",2,"HENDERSON",0
"30_34",2,"IROQUOIS",3
"30_34",2,"JASPER",0
"30_34",2,"JERSEY",1
"30_34",2,"JO DAVIESS",2
"30_34",2,"JOHNSON",0
"30_34",2,"LAWRENCE",1
"30_34",2,"MARSHALL",0
"30_34",2,"MASON",0
"30_34",2,"MENARD",0
"30_34",2,"MERCER",0
"30_34",2,"MOULTRIE",0
"30_34",2,"PIATT",0
"30_34",2,"PIKE",0
"30_34",2,"POPE",0
"30_34",2,"PULASKI",0
"30_34",2,"PUTNAM",0
"30_34",2,"RICHLAND",0
"30_34",2,"SCHUYLER",0
"30_34",2,"SCOTT",0
"30_34",2,"SHELBY",0
"30_34",2,"STARK",0
"30_34",2,"UNION",1
"30_34",2,"WABASH",0
"30_34",2,"WASHINGTON",0
"30_34",2,"WAYNE",1
"30_34",2,"WHITE",0
"30_34",3,"ALEXANDER",0
"30_34",3,"BROWN",0
"30_34",3,"CALHOUN",0
"30_34",3,"CARROLL",1
"30_34",3,"CASS",0
"30_34",3,"CLARK",1
"30_34",3,"CLAY",0
"30_34",3,"CRAWFORD",1
"30_34",3,"CUMBERLAND",0
"30_34",3,"DE WITT",0
"30_34",3,"DOUGLAS",1
"30_34",3,"EDGAR",1
"30_34",3,"EDWARDS",0
"30_34",3,"FAYETTE",0
"30_34",3,"FORD",0
"30_34",3,"GALLATIN",0
"30_34",3,"GREENE",0
"30_34",3,"HAMILTON",0
"30_34",3,"HANCOCK",0
"30_34",3,"HARDIN",0
"30_34",3,"HENDERSON",0
"30_34",3,"IROQUOIS",3
"30_34",3,"JASPER",0
"30_34",3,"JERSEY",1
"30_34",3,"JO DAVIESS",1
"30_34",3,"JOHNSON",0
"30_34",3,"LAWRENCE",1
"30_34",3,"MARSHALL",0
"30_34",3,"MASON",0
"30_34",3,"MENARD",0
"30_34",3,"MERCER",1
"30_34",3,"MOULTRIE",0
"30_34",3,"PIATT",3
"30_34",3,"PIKE",0
"30_34",3,"POPE",0
"30_34",3,"PULASKI",0
"30_34",3,"PUTNAM",0
"30_34",3,"RICHLAND",1
"30_34",3,"SCHUYLER",0
"30_34",3,"SCOTT",0
"30_34",3,"SHELBY",0
"30_34",3,"STARK",0
"30_34",3,"UNION",0
"30_34",3,"WABASH",0
"30_34",3,"WASHINGTON",0
"30_34",3,"WAYNE",0
"30_34",3,"WHITE",0
"30_34",4,"ALEXANDER",0
"30_34",4,"BROWN",0
"30_34",4,"CALHOUN",0
"30_34",4,"CARROLL",0
"30_34",4,"CASS",0
"30_34",4,"CLARK",3
"30_34",4,"CLAY",0
"30_34",4,"CRAWFORD",1
"30_34",4,"CUMBERLAND",0
"30_34",4,"DE WITT",0
"30_34",4,"DOUGLAS",0
"30_34",4,"EDGAR",2
"30_34",4,"EDWARDS",0
"30_34",4,"FAYETTE",0
"30_34",4,"FORD",0
"30_34",4,"GALLATIN",0
"30_34",4,"GREENE",0
"30_34",4,"HAMILTON",0
"30_34",4,"HANCOCK",1
"30_34",4,"HARDIN",0
"30_34",4,"HENDERSON",0
"30_34",4,"IROQUOIS",1
"30_34",4,"JASPER",0
"30_34",4,"JERSEY",1
"30_34",4,"JO DAVIESS",2
"30_34",4,"JOHNSON",0
"30_34",4,"LAWRENCE",0
"30_34",4,"MARSHALL",0
"30_34",4,"MASON",0
"30_34",4,"MENARD",0
"30_34",4,"MERCER",1
"30_34",4,"MOULTRIE",0
"30_34",4,"PIATT",4
"30_34",4,"PIKE",0
"30_34",4,"POPE",0
"30_34",4,"PULASKI",0
"30_34",4,"PUTNAM",0
"30_34",4,"RICHLAND",1
"30_34",4,"SCHUYLER",0
"30_34",4,"SCOTT",0
"30_34",4,"SHELBY",0
"30_34",4,"STARK",0
"30_34",4,"UNION",0
"30_34",4,"WABASH",0
"30_34",4,"WASHINGTON",0
"30_34",4,"WAYNE",0
"30_34",4,"WHITE",0
"30_34",5,"ALEXANDER",0
"30_34",5,"BROWN",0
"30_34",5,"CALHOUN",0
"30_34",5,"CARROLL",1
"30_34",5,"CASS",0
"30_34",5,"CLARK",0
"30_34",5,"CLAY",0
"30_34",5,"CRAWFORD",0
"30_34",5,"CUMBERLAND",0
"30_34",5,"DE WITT",0
"30_34",5,"DOUGLAS",3
"30_34",5,"EDGAR",1
"30_34",5,"EDWARDS",0
"30_34",5,"FAYETTE",1
"30_34",5,"FORD",0
"30_34",5,"GALLATIN",0
"30_34",5,"GREENE",0
"30_34",5,"HAMILTON",0
"30_34",5,"HANCOCK",3
"30_34",5,"HARDIN",0
"30_34",5,"HENDERSON",0
"30_34",5,"IROQUOIS",0
"30_34",5,"JASPER",0
"30_34",5,"JERSEY",0
"30_34",5,"JO DAVIESS",1
"30_34",5,"JOHNSON",0
"30_34",5,"LAWRENCE",0
"30_34",5,"MARSHALL",0
"30_34",5,"MASON",0
"30_34",5,"MENARD",0
"30_34",5,"MERCER",0
"30_34",5,"MOULTRIE",0
"30_34",5,"PIATT",1
"30_34",5,"PIKE",1
"30_34",5,"POPE",0
"30_34",5,"PULASKI",0
"30_34",5,"PUTNAM",0
"30_34",5,"RICHLAND",1
"30_34",5,"SCHUYLER",0
"30_34",5,"SCOTT",0
"30_34",5,"SHELBY",1
"30_34",5,"STARK",0
"30_34",5,"UNION",3
"30_34",5,"WABASH",0
"30_34",5,"WASHINGTON",0
"30_34",5,"WAYNE",1
"30_34",5,"WHITE",0
"30_34",6,"ALEXANDER",0
"30_34",6,"BROWN",0
"30_34",6,"CALHOUN",0
"30_34",6,"CARROLL",0
"30_34",6,"CASS",0
"30_34",6,"CLARK",0
"30_34",6,"CLAY",0
"30_34",6,"CRAWFORD",0
"30_34",6,"CUMBERLAND",0
"30_34",6,"DE WITT",3
"30_34",6,"DOUGLAS",3
"30_34",6,"EDGAR",0
"30_34",6,"EDWARDS",0
"30_34",6,"FAYETTE",1
"30_34",6,"FORD",0
"30_34",6,"GALLATIN",0
"30_34",6,"GREENE",0
"30_34",6,"HAMILTON",0
"30_34",6,"HANCOCK",1
"30_34",6,"HARDIN",0
"30_34",6,"HENDERSON",0
"30_34",6,"IROQUOIS",4
"30_34",6,"JASPER",0
"30_34",6,"JERSEY",0
"30_34",6,"JO DAVIESS",1
"30_34",6,"JOHNSON",0
"30_34",6,"LAWRENCE",2
"30_34",6,"MARSHALL",0
"30_34",6,"MASON",0
"30_34",6,"MENARD",0
"30_34",6,"MERCER",1
"30_34",6,"MOULTRIE",0
"30_34",6,"PIATT",0
"30_34",6,"PIKE",2
"30_34",6,"POPE",0
"30_34",6,"PULASKI",0
"30_34",6,"PUTNAM",0
"30_34",6,"RICHLAND",0
"30_34",6,"SCHUYLER",0
"30_34",6,"SCOTT",0
"30_34",6,"SHELBY",2
"30_34",6,"STARK",0
"30_34",6,"UNION",0
"30_34",6,"WABASH",0
"30_34",6,"WASHINGTON",0
"30_34",6,"WAYNE",0
"30_34",6,"WHITE",0
"30_34",7,"ALEXANDER",0
"30_34",7,"BROWN",0
"30_34",7,"CALHOUN",0
"30_34",7,"CARROLL",0
"30_34",7,"CASS",0
"30_34",7,"CLARK",1
"30_34",7,"CLAY",0
"30_34",7,"CRAWFORD",0
"30_34",7,"CUMBERLAND",0
"30_34",7,"DE WITT",3
"30_34",7,"DOUGLAS",4
"30_34",7,"EDGAR",0
"30_34",7,"EDWARDS",0
"30_34",7,"FAYETTE",0
"30_34",7,"FORD",0
"30_34",7,"GALLATIN",0
"30_34",7,"GREENE",0
"30_34",7,"HAMILTON",0
"30_34",7,"HANCOCK",2
"30_34",7,"HARDIN",0
"30_34",7,"HENDERSON",0
"30_34",7,"IROQUOIS",0
"30_34",7,"JASPER",0
"30_34",7,"JERSEY",1
"30_34",7,"JO DAVIESS",0
"30_34",7,"JOHNSON",0
"30_34",7,"LAWRENCE",1
"30_34",7,"MARSHALL",0
"30_34",7,"MASON",0
"30_34",7,"MENARD",0
"30_34",7,"MERCER",0
"30_34",7,"MOULTRIE",0
"30_34",7,"PIATT",0
"30_34",7,"PIKE",2
"30_34",7,"POPE",0
"30_34",7,"PULASKI",0
"30_34",7,"PUTNAM",0
"30_34",7,"RICHLAND",0
