x,y,z,,
0.913962339,-1.729700226,2,,
-0.986062833,-1.843473616,3,,
0.667485413,0.601203031,4,,
1.40659549,-2.317937571,5,,
1.15777896,-0.380312074,6,,
-0.138753198,1.6551649,7,,
-0.539321851,-1.662855049,8,,
-1.078893499,0.294729666,9,,
-0.01856214,1.569901439,10,,
-0.232615686,0.511946897,11,,
0.156293543,1.285902401,12,,
-0.604009755,-0.967514754,13,,
0.62903512,0.632389355,14,,
0.714169571,0.183078668,15,,
1.075886101,1.350116117,16,,
2.249755517,2.487327671,17,,
0.197890599,0.114661697,18,,
-0.575546318,1.095740364,19,,
-0.077320865,-0.402709871,20,,
-1.627919889,-0.359069714,1,,
0.129923154,-0.55278823,2,,
-0.425673133,-1.35467498,3,,
0.406011749,0.073338862,4,,
-0.268810186,-0.03898853,5,,
-1.380984536,0.721869884,6,,
0.036583321,-0.214918958,7,,
-1.353244531,-0.915584934,8,,
0.897006194,-0.128438541,9,,
-1.829359712,1.840210488,10,,
-0.141876944,0.450531256,11,,
0.457981778,0.274793678,12,,
-1.519617513,1.056376418,13,,
1.399055315,1.792054279,14,,
-0.885339191,1.710819216,15,,
-0.506330291,-0.431428934,16,,
0.163332106,-0.079276864,17,,
-0.337143856,-0.363225045,18,,
-1.035951532,-0.200990473,19,,
0.409337928,0.45128193,20,,
-0.524223458,-0.479941985,1,,
0.506500374,-1.16552518,2,,
-0.504722863,-0.238943971,3,,
-0.957250329,1.449834652,4,,
-0.094634358,1.852873872,5,,
0.649439318,-0.403231504,6,,
0.242321799,0.826968316,7,,
-0.05893409,-0.129134902,8,,
-1.947794072,-0.121526887,9,,
1.451443632,-0.674273285,10,,
-0.039939678,-1.578433799,11,,
-0.863997691,1.802076396,12,,
-0.20169024,0.801116814,13,,
0.261255563,-1.792264728,14,,
-1.518351383,-0.347418726,15,,
0.717308632,1.554315929,16,,
0.246832728,0.106492793,17,,
1.202767046,0.192508921,18,,
0.98603927,0.849227967,19,,
-0.537940599,0.990514612,20,,
-0.490282742,0.627582212,1,,
-0.995516173,0.415215486,2,,
-0.361702928,1.474939065,3,,
0.944354811,1.709472074,4,,
1.792207012,0.228359602,5,,
0.928409396,-0.208116882,6,,
-1.82993767,0.012145755,7,,
0.821878106,0.349722663,8,,
1.036268762,-0.677644642,9,,
0.617420144,0.642182679,10,,
-0.854930363,-1.289438035,11,,
1.064510518,2.226067255,12,,
0.729481458,-2.483419359,13,,
0.662656584,0.172834279,14,,
-0.381407203,-0.058904148,15,,
0.845891778,0.547452297,16,,
0.111591884,-0.410473602,17,,
-0.067770262,2.40240516,18,,
1.487098097,-0.144220939,19,,
0.757223377,0.023396443,20,,
-2.874042493,1.124121941,1,,
-0.426542449,0.69777449,2,,
-1.487406296,0.180907479,3,,
0.588791646,-0.16960283,4,,
-0.442599511,-0.234528047,5,,
0.901304802,-1.354930693,6,,
0.46782834,0.629956079,7,,
0.022040319,0.447270153,8,,
-0.085107832,-1.044041858,9,,
-0.361267143,-0.187285575,10,,
0.199506502,1.28729087,11,,
-1.108254255,1.274092813,12,,
0.67279407,-1.221161358,13,,
-0.394113633,0.802021907,14,,
-0.743967586,0.126830701,15,,
-0.326113477,0.388514857,16,,
1.874668827,-0.872196173,17,,
-1.757999145,-0.20708699,18,,
-0.34886091,-2.058412689,19,,
0.106589229,-0.739123317,20,,
-0.537658781,-0.306622124,1,,
-0.411269132,1.303417634,2,,
0.382348338,-1.058659855,3,,
0.222514089,0.301720186,4,,
-0.673754508,0.089973187,5,,
0.567432914,-1.363392251,6,,
0.179483655,0.282523871,7,,
0.686341749,1.58069945,8,,
-1.327263661,0.940040246,9,,
-0.767916438,1.131430232,10,,
-0.192702509,-0.213695901,11,,
0.959051198,0.957838905,12,,
-0.529031362,-2.37080963,13,,
-1.032886991,-1.253258609,14,,
0.77174549,-0.174847952,15,,
0.465356664,0.108511593,16,,
-1.225671067,0.516920454,17,,
2.04667724,0.721634386,18,,
1.498674449,-0.459943833,19,,
-1.388949085,-0.481611547,20,,
2.153376464,-0.349275322,1,,
-1.729116741,-0.561765972,2,,
0.102042485,-0.124702698,3,,
-1.141279127,0.877552328,4,,
-0.377009088,0.463346914,5,,
-0.348782099,-0.439365336,6,,
0.322885081,-0.692417292,7,,
-1.124339618,-0.104452794,8,,
-2.757049722,-0.207999913,9,,
-0.095811099,1.219308412,10,,
-0.746699805,-2.270435699,11,,
0.210781418,-0.973452669,12,,
-0.848509809,0.621190259,13,,
0.792264766,0.662561672,14,,
0.029187433,-0.650990249,15,,
0.603388012,-0.208737069,16,,
-0.994940105,1.796911647,17,,
-0.211332458,-1.098778415,18,,
0.344021087,1.777742092,19,,
-0.089378529,0.316944408,20,,
1.654037467,1.049576422,1,,
-1.962908713,-0.526280785,2,,
0.756125511,-1.120212536,3,,
0.014418658,0.398259494,4,,
0.945713804,0.421306803,5,,
-0.098808492,-0.425153649,6,,
-2.739754243,-0.876991006,7,,
0.420305849,1.299996604,8,,
-0.218379262,-1.336786756,9,,
-0.98935533,1.42924243,10,,
-0.656468896,-0.59469312,11,,
0.055663548,-1.882686458,12,,
2.452063445,2.180311232,13,,
0.188173574,0.378777279,14,,
-0.979696368,-1.069312829,15,,
1.903610468,-0.375144982,16,,
-0.438519782,-0.794797718,17,,
-0.829726096,0.315122869,18,,
-1.247231319,0.133939386,19,,
-0.673809163,-1.240551576,20,,
1.935167264,0.256480537,1,,
0.906561435,-0.674070207,2,,
0.736526771,0.633227354,3,,
0.146625304,0.602364873,4,,
0.283120797,-0.034033687,5,,
0.589276721,-0.789706361,6,,
0.215849477,-0.470435554,7,,
0.155053235,-1.012818138,8,,
0.953826636,0.83355327,9,,
-0.165852702,1.354023562,10,,
0.255003746,0.050072712,11,,
-0.897472359,0.336880756,12,,
1.583970105,-0.208998873,13,,
1.392758628,0.218459988,14,,
-1.812258232,1.873475208,15,,
-0.216319679,0.261721805,16,,
0.549856057,1.334694519,17,,
0.482736238,0.247746646,18,,
0.760848729,-1.375784861,19,,
-0.445658017,-1.190539782,20,,
